date,business
2017-10-05,3.2364273838085835
2017-10-06,4.096874376344028
2017-10-07,3.509309507794047
2017-10-08,1.301070981528452
2017-10-09,4.342804900503469
2017-10-10,2.997384059145239
2017-10-11,2.363121914707644
2017-10-12,2.605936208258844
2017-10-13,3.290478877233242
2017-10-14,3.912083214514135
2017-10-15,1.9457846315926866
2017-10-16,1.585641177068853
2017-10-17,1.887244381930672
2017-10-18,1.734190591531587
2017-10-19,2.8271695682931144
2017-10-20,2.9704822051159203
2017-10-21,1.995683782620811
2017-10-22,1.9633086086936926
2017-10-23,2.6025484401765273
2017-10-24,3.1517071094904625
2017-10-25,4.9334395330393725
2017-10-26,1.650543213756232
2017-10-27,1.7671798835925987
2017-10-28,5.211832520861793
2017-10-29,0.8844692762147595
2017-10-30,5.103992048568569
2017-10-31,1.5226670316566762
2017-11-01,4.043228347679372
2017-11-02,3.160100277734905
2017-11-03,4.272016525116196
2017-11-04,4.148844410577523
2017-11-05,0.737543129662987
2017-11-06,3.13256927758685
2017-11-07,4.357585588861551
2017-11-08,6.288271604176298
2017-11-09,4.903620467342191
2017-11-10,3.9685150431528275
2017-11-11,5.104531736130193
2017-11-12,1.8528064249946876
2017-11-13,5.038266848758214
2017-11-14,3.071742004324242
2017-11-15,2.8138954937217555
2017-11-16,1.0953428039882787
2017-11-17,2.18937733990388
2017-11-18,4.785890804320939
2017-11-19,1.2746957893745547
2017-11-20,2.718158223692169
2017-11-21,1.561194756751727
2017-11-22,3.4051475273823777
2017-11-23,2.1119276291548155
2017-11-24,3.1543917464937707
2017-11-25,5.691686465614062
2017-11-26,1.3036972300280014
2017-11-27,3.164065520970231
2017-11-28,1.7613020004006181
2017-11-29,2.1840471471612077
2017-11-30,1.1069778067145675
2017-12-01,1.9291454963199532
2017-12-02,3.5895085154268145
2017-12-03,1.6398162659163613
2017-12-04,3.190369536451452
2017-12-05,2.217916267316258
2017-12-06,2.8166326172282243
2017-12-07,1.182499446799207
2017-12-08,3.9561166936121683
2017-12-09,5.4123626250725465
2017-12-10,1.3625278788579858
2017-12-11,3.1556811210472397
2017-12-12,2.2692777420068095
2017-12-13,1.7405637456213268
2017-12-14,2.8563570261356626
2017-12-15,3.335300147318616
2017-12-16,3.5075154933181047
2017-12-17,1.0564505446811943
2017-12-18,1.2216889495981813
2017-12-19,2.0030040392182324
2017-12-20,1.2161004257748453
2017-12-21,1.295401079292401
2017-12-22,4.270051856293966
2017-12-23,4.247631828594892
2017-12-24,0.8958761015306892
2017-12-25,1.1511992798928807
2017-12-26,1.654858930823069
2017-12-27,1.4333220719529962
2017-12-28,1.468711762041098
2017-12-29,2.0085592324157076
2017-12-30,2.968993987091233
2017-12-31,1.9561296414844027
2018-01-01,1.383393377908896
2018-01-02,3.150759851773243
2018-01-03,2.4160044623255086
2018-01-04,2.2776553078355795
2018-01-05,3.4318994325211856
2018-01-06,3.0023377570882497
2018-01-07,2.1740392595030036
2018-01-08,4.338295946384532
2018-01-09,2.8290896618495576
2018-01-10,1.3331196982462425
2018-01-11,2.0504905379742415
2018-01-12,1.7970671619234335
2018-01-13,2.9577322041383516
2018-01-14,1.6086193741071149
2018-01-15,3.108975223456602
2018-01-16,3.204654801464011
2018-01-17,2.680249188818888
2018-01-18,3.5011566792801614
2018-01-19,2.5346641146385727
2018-01-20,3.5956160690510166
2018-01-21,2.101048688671853
2018-01-22,1.8446332574540545
2018-01-23,3.564494416823577
2018-01-24,2.502211607455311
2018-01-25,1.912289589465386
2018-01-26,1.9397131328459152
2018-01-27,3.219610404647613
2018-01-28,1.322248310406156
2018-01-29,2.5755607277733925
2018-01-30,0.9835237496337688
2018-01-31,3.012052794727727
2018-02-01,3.709278517415946
2018-02-02,2.0258815291781462
2018-02-03,3.7984691166270976
2018-02-04,0.48634606796844254
2018-02-05,4.340137861164141
2018-02-06,1.5212164281849756
2018-02-07,1.6665739574598868
2018-02-08,2.9224315532589684
2018-02-09,3.915270388908015
2018-02-10,4.8252938963096295
2018-02-11,2.0094300835122136
2018-02-12,4.88842992787932
2018-02-13,4.298414111077342
2018-02-14,2.58920427360491
2018-02-15,2.2821764847813473
2018-02-16,3.3082793691035186
2018-02-17,3.972993520692606
2018-02-18,1.1090972927738307
2018-02-19,2.311928921426966
2018-02-20,1.2780604070252806
2018-02-21,0.9935448985404027
2018-02-22,1.782295054563328
2018-02-23,2.297174868284167
2018-02-24,5.779918739863484
2018-02-25,1.1119453981143512
2018-02-26,4.136362989072593
2018-02-27,2.0527488819656163
2018-02-28,2.3598602108288476
2018-03-01,3.037836563036631
2018-03-02,3.6556497261558714
2018-03-03,3.455551275590265
2018-03-04,1.3305205708974448
2018-03-05,4.323364988955944
2018-03-06,2.4215842593851926
2018-03-07,1.6385136504458468
2018-03-08,2.669974609134519
2018-03-09,2.0686608895441085
2018-03-10,5.454521631436284
2018-03-11,0.7276906964713614
2018-03-12,3.434041364556885
2018-03-13,2.204022046049679
2018-03-14,2.4241953872022903
2018-03-15,2.9409235822949733
2018-03-16,2.9253390673202353
2018-03-17,4.217316695054603
2018-03-18,1.3323136910145639
2018-03-19,3.9928880744717783
2018-03-20,2.2740719968214718
2018-03-21,2.4886137370248287
2018-03-22,1.942872107892751
2018-03-23,2.352061669018655
2018-03-24,3.410988853781124
2018-03-25,1.2048922245010103
2018-03-26,2.514711890047253
2018-03-27,1.659399323769559
2018-03-28,1.0231059732570917
2018-03-29,0.313367474025281
2018-03-30,-0.016325825187923415
2018-03-31,0.18387287354544335
2018-04-01,0.4449802114670642
2018-04-02,3.255522003657067
2018-04-03,1.4673047952040768
2018-04-04,2.277071036959798
2018-04-05,3.0122418493873293
2018-04-06,1.585314134278663
2018-04-07,3.42390320022798
2018-04-08,0.9537829367057031
2018-04-09,0.9306521198542801
2018-04-10,2.933558161459644
2018-04-11,2.7711467949298934
2018-04-12,1.4197367998374435
2018-04-13,2.8994482007288362
2018-04-14,5.115081845589592
2018-04-15,0.9116855677525425
2018-04-16,2.7678830026109895
2018-04-17,2.074347484346889
2018-04-18,3.2078497770082373
2018-04-19,2.380125594701025
2018-04-20,2.4992901124419746
2018-04-21,4.869318143519441
2018-04-22,1.604183515104842
2018-04-23,1.6555449824129524
2018-04-24,1.215505197347602
2018-04-25,1.6763595823691662
2018-04-26,2.960731404904804
